Code 0 -1.9805801561918 -1.77117362560144
Code 1 -1.77117362560144 -1.56176709501109
Code 2 -1.56176709501109 -1.35236056442073
Code 3 -1.35236056442073 -1.14295403383038
Code 4 -1.14295403383038 -0.933547503240026
Code 5 -0.933547503240026 -0.724140972649671
Code 6 -0.724140972649671 -0.514734442059317
Code 7 -0.514734442059317 -0.305327911468962
Code 8 -0.305327911468962 -0.0959213808786077
Code 9 -0.0959213808786077 0.113485149711747
Code 10 0.113485149711747 0.322891680302101
Code 11 0.322891680302101 0.532298210892455
Code 12 0.532298210892455 0.74170474148281
Code 13 0.74170474148281 0.951111272073164
Code 14 0.951111272073164 1.16051780266352
Code 15 1.16051780266352 1.36992433325387
Code 16 1.36992433325387 1.57933086384423
Code 17 1.57933086384423 1.78873739443458
Code 18 1.78873739443458 1.99814392502494
Code 19 1.99814392502494 2.20755045561529
